ID,TransmissionRatio,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes
9585826,8.098536624634557e-05,0,20,1.3,0.5,1,81,0.0001,0.09090318890968381,13.39,4.35,0.36,47,5.0,0.01874121603815158,1071617.0,2.8415691673490254e-05,7
