ID,TransmissionRatio,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes
4495650,2.911953256141679e-07,"[(<tree.AND object at 0x7fc6eb2752e0>, 'L'), (<tree.AND object at 0x7fc6eb275520>, 'L'), (<tree.AND object at 0x7fc6eb2784f0>, 'T'), (<tree.AND object at 0x7fc6eb2784f0>, 'T'), (<tree.AND object at 0x7fc6eb278040>, 'T'), (<tree.AND object at 0x7fc6eb278280>, 'T')]",20,1.1,0.5,5,23,0.1,0.08248056442855901,1.16,5.45,2.01,0,3.5,0,4.094414732524374e+19,0.0,25
